2025-06-20 04:59:04;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2321296;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;0;localhost
2025-06-20 04:59:19;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2247101;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;180437;localhost
2025-06-20 04:59:26;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2321296;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;0;localhost
2025-06-20 04:59:29;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2247101;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;180437;localhost
2025-06-20 04:59:35;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2259804;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;91733;localhost
2025-06-20 04:59:38;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2259811;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;92668;localhost
2025-06-20 04:59:42;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2313293;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;174448;localhost
2025-06-20 04:59:51;INFO;0:0:0:0:0:0:0:1;GET;/api/report/2259804;200;Janua.Phoenix.DMVC.TPhoenixController.GetReport;91733;localhost
2025-06-20 06:07:52;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;62;asso.januaservers.com
2025-06-20 06:07:53;INFO;127.0.0.1;GET;/api/conf;200;Janua.Phoenix.DMVC.TPhoenixController.GetConf;917915;asso.januaservers.com
2025-06-20 06:07:53;INFO;127.0.0.1;GET;/api/catestintori;200;Janua.Phoenix.DMVC.TPhoenixController.GetCatEstintori;19518;asso.januaservers.com
2025-06-20 06:42:17;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;62;asso.januaservers.com
2025-06-20 06:42:17;INFO;127.0.0.1;GET;/api/conf;200;Janua.Phoenix.DMVC.TPhoenixController.GetConf;917915;asso.januaservers.com
2025-06-20 06:42:18;INFO;127.0.0.1;GET;/api/catestintori;200;Janua.Phoenix.DMVC.TPhoenixController.GetCatEstintori;19518;asso.januaservers.com
2025-06-20 06:44:15;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;62;asso.januaservers.com
2025-06-20 06:44:15;INFO;127.0.0.1;GET;/api/conf;200;Janua.Phoenix.DMVC.TPhoenixController.GetConf;917915;asso.januaservers.com
2025-06-20 06:44:16;INFO;127.0.0.1;GET;/api/catestintori;200;Janua.Phoenix.DMVC.TPhoenixController.GetCatEstintori;19518;asso.januaservers.com
2025-06-20 06:46:41;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;62;asso.januaservers.com
2025-06-20 06:47:26;INFO;127.0.0.1;GET;/api/conf;200;Janua.Phoenix.DMVC.TPhoenixController.GetConf;917915;asso.januaservers.com
2025-06-20 06:47:26;INFO;127.0.0.1;GET;/api/catestintori;200;Janua.Phoenix.DMVC.TPhoenixController.GetCatEstintori;19518;asso.januaservers.com
2025-06-20 06:50:05;INFO;127.0.0.1;GET;/api/reports/-1;200;Janua.Phoenix.DMVC.TPhoenixController.GetReportList;62;asso.januaservers.com
2025-06-20 06:50:05;INFO;127.0.0.1;GET;/api/conf;200;Janua.Phoenix.DMVC.TPhoenixController.GetConf;917915;asso.januaservers.com
2025-06-20 06:50:06;INFO;127.0.0.1;GET;/api/catestintori;200;Janua.Phoenix.DMVC.TPhoenixController.GetCatEstintori;19518;asso.januaservers.com
